ident,iata_code,name,type,latitude_deg,longitude_deg,elevation_ft
DE-0718,,Sophien and Hufeland Hospital Weimar Heliport,heliport,50.96078,11.32206,
DE-0719,,Lahn-Dill Clinic Wetzlar Heliport,heliport,50.53711,8.52886,958.0
DE-0720,,Elisabeth Hospital Schmalkalden Heliport,heliport,50.721822,10.440202,958.0
DE-0721,,Hufeland Hospital Heliport,heliport,51.200385,10.468735,758.0
DE-0722,,KMG Hospital Sondershausen Heliport,heliport,51.37388,10.87975,641.0
DE-0723,,Schwandorf District Hospital Oberviechtach Heliport,heliport,49.46085,12.41117,1762.0
DE-0724,,Amberg Army Airfield,closed,49.4209,11.84035,1406.0
DE-0725,,Sankt Marien Hospital Amberg Heliport,heliport,49.44836,11.86676,
DE-0726,,Herdecke Community Hospital Heliport,heliport,51.4103,7.39948,645.0
DE-0727,,Sankt-Johannes Catholic Hospital Hagen Heliport,heliport,51.39629,7.47345,466.0
DE-0728,,Sankt Marien Hospital Vreden Heliport,heliport,52.04663,6.81387,128.0
DE-0729,,DonauIsar Hospital Landau Heliport,heliport,48.6664,12.70314,1375.0
DE-0730,,Marburg University Hospital Ground Heliport,heliport,50.8139,8.8044,1171.0
DE-0731,,Marburg University Hospital Rooftop Heliport,heliport,50.81474,8.80778,1171.0
DE-0732,,Dillingen District Hospital Heliport,heliport,48.57447,10.48094,1429.0
DE-0733,,Sankt Joseph Hospital Prüm Heliport,heliport,50.21311,6.41131,1818.0
DE-0734,,AMEOS Hospital Sankt Salvator Halberstadt Heliport,heliport,51.90157,11.05214,367.0
DE-0735,,AMEOS Hospital Bernburg Heliport,heliport,51.78164,11.73507,
DE-0736,,Harz Hospital Wernigerode Heliport,heliport,51.83587,10.77361,784.0
DE-0737,,Schotten Heliport,heliport,50.50725,9.10638,1010.0
DE-0738,,Carl Thien Hospital Cottbus Heliport,heliport,51.74339,14.32204,
DE-0739,,Regiomed Hospital Neuhaus am Rennweg Heliport,heliport,50.51063,11.12983,2680.0
DE-0740,,Untererthal Heliport,heliport,50.15736,9.87626,919.0
DE-0741,,Crailsheim Hospital Heliport,heliport,49.13545,10.07877,1365.0
DE-0742,,Red Cross Hospital Wertheim Heliport,heliport,49.76132,9.49866,1063.0
DE-0743,,Vogelsberg District Hospital Alsfeld Heliport,heliport,50.76362,9.26963,971.0
DE-0744,,Bad Hersfeld Hospital Heliport,heliport,50.87705,9.71497,874.0
DE-0745,,Werra-Meißner Eschwege Hospital Heliport,heliport,51.18225,10.04925,624.0
DE-0746,,Jerichower Land District Hospital Heliport,heliport,52.26335,11.8311,167.0
DE-0747,,Elbe-Elster Hospital Finsterwalde Heliport,heliport,51.63642,13.69832,367.0
DE-0748,,Rotenburg an der Fulda Cardiovascular Center Heliport,heliport,51.004436,9.738468,
DE-0749,,Bad Salzungen Hospital Heliport,heliport,50.8042,10.21672,942.0
DE-0750,,Sankt Georg Hospital Eisenach Heliport,heliport,50.98755,10.31667,755.0
DE-0751,,Sankt Georg Hospital Leipzig Reserve Heliport,heliport,51.38289,12.37341,381.0
DE-0752,,Sankt George Hospital Leipzig Heliport,heliport,51.38325,12.37594,
DE-0753,,Leipzig University Hospital Heliport 1,heliport,51.33016,12.38692,
DE-0754,,Evangelical Deaconess Hospital Leipzig Heliport,heliport,51.34239,12.31806,374.0
DE-0755,,Leipzig Heart Center Ground Heliport,heliport,51.30605,12.43675,476.0
DE-0756,,Leipzig Heart Center Rooftop Heliport,heliport,51.30757,12.43564,
DE-0757,,Sankt Elisabeth Hospital Leipzig Heliport,heliport,51.30341,12.37863,
DE-0758,,Helios Clinic Schkeuditz Heliport,heliport,51.39533,12.22929,384.0
DE-0759,,Regiomed Hospital Lichtenfels Heliport,heliport,50.13885,11.08157,
DE-0760,,Leipzig University Hospital Heliport 2,heliport,51.32916,12.38882,
DE-0761,,Martha-Maria Halle-Dölau Hospital Heliport,heliport,51.50387,11.8801,407.0
DE-0762,,BG Hospital Bergmannstrost Halle Heliport,heliport,51.46054,11.98771,
DE-0763,,Sankt Elisabeth and Sankt Barbara Hospital Halle (Saale) Heliport,heliport,51.47723,11.96897,
DE-0764,,Halle (Saale) University Hospital Heliport,heliport,51.50082,11.93521,
DE-0765,,Asklepios Clinic Weißenfels Heliport,heliport,51.19365,11.95542,449.0
DE-0766,,AMEOS Hospital Aschersleben Heliport,heliport,51.74479,11.45676,449.0
DE-0767,,Alteno Air Base,closed,51.8675,13.7817,
DE-0768,,KMG Hospital Luckenwalde Heliport,heliport,52.09918,13.18359,154.0
DE-0769,,Bitterfield-Wolfen Health Center Heliport,heliport,51.63308,12.33311,249.0
DE-0770,,Hohe Warte Hospital Heliport,heliport,49.96745,11.58573,1345.0
DE-0771,,Bayreuth Hospital Heliport,heliport,49.94438,11.5355,1388.0
DE-0772,,Nordoberpfalz Hospital Kemnath Heliport,heliport,49.86856,11.89058,1512.0
DE-0773,,Dessau Municipal Hospital Rooftop Heliport,heliport,51.81586,12.19702,
DE-0774,,Dessau Municipal Hospital Ground Heliport,heliport,51.81604,12.19411,190.0
DE-0775,,Helios Hospital Hettstedt Heliport,heliport,51.66112,11.49327,728.0
DE-0776,,Elbe-Elster Hospital Elsterwerda Heliport,heliport,51.45563,13.52217,312.0
DE-0777,,Torgau District Hospital Heliport,heliport,51.56142,12.98388,
DE-0778,,Elbe-Elster Hospital Herzberg Heliport,heliport,51.68606,13.20694,269.0
DE-0779,,Johanniter Hospital Treuenbrietzen Heliport,heliport,52.08331,12.87572,233.0
DE-0780,,Hephata Hospital Heliport,heliport,50.90977,9.16633,823.0
DE-0781,,Sankt Franziskus Hospital Winterberg Heliport,heliport,51.19336,8.53671,2228.0
DE-0782,,Grafschaft Abbey Specialty Hospital Heliport,heliport,51.14439,8.32323,1427.0
DE-0783,,Bad Berleburg Air Rescue Heliport,heliport,51.06198,8.40527,1490.0
DE-0784,,Flemmingstraße Hospital Ground Heliport,heliport,50.84617,12.88346,1096.0
DE-0785,,Flemmingstraße Hospital Rooftop Heliport,heliport,50.845721,12.885257,
DE-0786,,Helios Clinic Aue Heliport,heliport,50.59296,12.71597,
DE-0787,,Bergstadt Schneeberg Polyclinic Heliport,heliport,50.60464,12.64301,1578.0
DE-0788,,Heinrich Braun Hospital Kirchberg Heliport,heliport,50.62645,12.56295,1547.0
DE-0789,,ADAC Air Rescue Station Zwickau Heliport,heliport,50.71988,12.43055,1135.0
DE-0790,,Erlabrunn Hospital Heliport,heliport,50.47181,12.70706,
DE-0791,,Paracelsus Hospital Schöneck Heliport,heliport,50.39778,12.33596,2405.0
DE-0792,,Paracelsus Hospital Adorf Heliport,heliport,50.32971,12.29068,1818.0
DE-0793,,Fichtelgebirge Hospital Selb Heliport,heliport,50.16957,12.11761,1814.0
DE-0794,,Paul-Gerhardt-Stift Evangelical Hospital Heliport,heliport,51.87057,12.65704,246.0
DE-0795,,MediClin Heart Center Coswig Heliport,heliport,51.87831,12.47623,226.0
DE-0796,,Ernst von Bergmann Hospital Bad Belzig Heliport,heliport,52.14079,12.59828,
DE-0797,,AMEOS Hospital Staßfurt Heliport,heliport,51.85366,11.59181,217.0
DE-0798,,Lausitzer Seenland Hospital Heliport,heliport,51.44227,14.27334,
DE-0799,,Oldenburg Air Base,closed,53.18025,8.16088,30.0
DE-0800,,Eilenburg Airfield,closed,51.507652,12.682116,331.0
DE-0801,,Aßberg UL,small_airport,48.71549,13.68585,
DE-0802,,Fahrensodde Naval Air Base,closed,54.823,9.464,0.0
DE-0803,,DRK Altenkirchen Hospital Heliport,heliport,50.68258,7.62942,758.0
DE-0804,,Friesoythe ULM,closed,53.02963,7.79992,23.0
DE-0805,,Westerenger Airfield,small_airport,52.12826,8.51346,390.0
DE-0806,,Sülte-Boldela Airfield,closed,53.53758,11.40853,
DE-0807,,Störmede Air Base,closed,51.61574,8.46649,
DE-0808,,Göttingen University Clinic Heliport,heliport,51.5517,9.94329,541.0
DE-0809,,Goslar Air Base,closed,51.93223,10.43434,
DE-0810,,Schwäbisch Gmünd Army Airfield,closed,48.8141,9.8039,
DE-0811,,Hegau-Jugendwerk Neurological Hospital Heliport,heliport,47.69144,8.76817,1440.0
DE-0812,,Christophsbad Heliport,heliport,48.70053,9.64216,1093.0
DE-0813,,Sulingen Auxiliary Helicopter Base,heliport,52.651472,8.886417,118.0
DE-0814,,Ottmarsbocholt Airfield,small_airport,51.82325,7.51512,200.0
DE-0815,,Autobahn Police Wiesbaden Heliport,heliport,50.09831,8.34958,692.0
DE-0816,,Idstein Volunteer Fire Department Heliport,heliport,50.21697,8.25538,1047.0
DE-0817,,Catholic Hospital Koblenz-Montabaur Heliport,heliport,50.43125,7.83303,840.0
DE-0818,,Autobahn Police Heiligenroth Heliport,heliport,50.44692,7.84539,873.0
DE-0819,,Kalkberg Heliport,heliport,50.94758,6.99728,243.0
DE-0820,,Congress Center East Kölnmesse Heliport,closed,50.94327,6.98101,
DE-0821,,Siegburg Volunteer Fire Department Helipad,closed,50.79913,7.21431,210.0
DE-0822,,Former Bad Homburg Hospital Helipad,closed,50.2229,8.60879,587.0
DE-0823,,Ransbach-Baumbach Volunteer Fire Department Heliport,heliport,50.46293,7.73081,1005.0
DE-0824,,DRK Kamillus Hospital Asbach Heliport,heliport,50.66839,7.42471,886.0
DE-0825,,Neurath Power Station Heliport,heliport,51.03358,6.61428,312.0
DE-0826,,Garzweiler Opencast Mine Heliport,heliport,51.06548,6.54156,207.0
DE-0827,,Ayrshire Barracks South Heliport,heliport,51.16992,6.39323,269.0
DE-0828,,Grimma Hospital Heliport,heliport,51.2373,12.71939,472.0
DE-0829,,Autobahn Police South Hesse Heliport,heliport,49.86663,8.62122,420.0
DE-0830,,Dobeln Hospital Heliport,heliport,51.117054,13.129225,577.0
DE-0831,,Mittweida District Hospital Helipad,closed,50.98086,12.98357,961.0
DE-0832,,Carl von Basedow Saalekreis Hospital Querfurt Heliport,heliport,51.37063,11.60606,673.0
DE-0833,,Naumburg Hospital Heliport,heliport,51.16025,11.81553,420.0
DE-0834,,Leipzig Police Academy Heliport,heliport,51.37804,12.38731,390.0
DE-0835,,Ingolstadt Municipal Heliport,heliport,48.77016,11.41878,1234.0
DE-0836,,Rheinhessen Specialty Hospital Alzey Heliport,heliport,49.74042,8.128,581.0
DE-0837,,Helios Hospital Lutherstadt Eisleben Heliport,heliport,51.53362,11.54092,538.0
DE-0838,,Sankt Marienworth Hospital Heliport,heliport,49.846918,7.861823,
DE-0839,,Robert Koch Hospital Heliport,heliport,51.01379,11.51299,676.0
DE-0840,,Fossiliengrube Heliport,heliport,49.90611,11.46417,1388.0
DE-0841,,Bayreuth Psychiatric Hospital Heliport,heliport,49.95663,11.56823,1122.0
DE-0842,,Zeitz Hospital Heliport,heliport,51.03202,12.16044,866.0
DE-0843,,Sana Hospital Borna Heliport,heliport,51.13545,12.5065,525.0
DE-0844,,Autobahn Police Ruchheim Heliport,heliport,49.47969,8.32379,328.0
DE-0845,,Kalkhorst Agricultural Airfield,closed,53.97492,11.02248,79.0
DE-0846,,Helios Clinic Munich West Heliport,heliport,48.14521,11.45391,1732.0
DE-0847,,Deutschherrnwiese Heliport,heliport,49.45495,11.05905,981.0
DE-0848,,München North Railyard Northeast Helipad,heliport,48.19426,11.50915,1644.0
DE-0849,,München North Railyard West Helipad 2,heliport,48.20183,11.47368,1657.0
DE-0850,,München North Railyard West Helipad 1,heliport,48.19838,11.48255,1650.0
DE-0851,,Ostallgäu-Kaufbeuren Hospital Heliport,heliport,47.88773,10.60982,2349.0
DE-0852,,Starnberg Emergency Heliport,heliport,48.01887,11.32643,2161.0
DE-0853,,Hanau Fire Department Emergency Heliport,heliport,50.14534,8.94291,354.0
DE-0854,,Dippenricht Heliport,heliport,49.25398,11.36318,1450.0
DE-0855,,Schkopau Heliport,closed,51.393913,11.985662,272.0
DE-0856,,Bavaria Hospital Kreischa Heliport,heliport,50.94682,13.76707,725.0
DE-0857,,Helios Clinic Freital Heliport,heliport,50.99179,13.64548,
DE-0858,,Ilm District Hospital Arnstadt-Ilmenau Heliport,heliport,50.83944,10.94069,
DE-0859,,DRF Rescue Station Bad Berka Heliport,heliport,50.88991,11.26387,1109.0
DE-0860,,Bad Berka Central Hospital Heliport,heliport,50.88993,11.26623,
DE-0861,,Weilheim Rescue Heliport,heliport,47.82553,11.14297,1847.0
DE-0862,,Lauterbacher Mühle am Ostersee Private Hospital Heliport,heliport,47.79255,11.2915,1955.0
DE-0863,,Feldafing Heliport,heliport,47.93597,11.29251,2034.0
DE-0864,,Aschaffenburg Hospital Heliport,heliport,49.9767,9.18859,751.0
DE-0865,,Neustadt Hospital Heliport,heliport,49.58199,10.62407,1089.0
DE-0866,,Schützenplatz Emergency Heliport,heliport,50.98716,12.98901,951.0
DE-0867,,Brandweg Heliport,heliport,47.46448,11.02754,2861.0
DE-0868,,Main-Spessart Hospital Marktheidenfeld Campus Heliport,heliport,49.84949,9.62573,705.0
DE-0869,,Camp Albertshof Army Heliport,heliport,49.23691,11.82518,1549.0
DE-0870,,Höllentalangerhütte Mountain Rescue Heliport,heliport,47.43736,11.02358,4541.0
DE-0871,,Erding District Hospital Heliport,heliport,48.29414,11.8956,1542.0
DE-0872,,Haar Hospital Heliport,heliport,48.11777,11.74781,1788.0
DE-0873,,Eisenberg Forest Rudolf Elle Hospital Heliport,heliport,50.95682,11.88139,1152.0
DE-0875,,Cottbus-Drewitz Airport,closed,51.889442,14.531944,272.0
DE-0876,,Berlin-Tegel Otto Lilienthal International Airport,closed,52.557675,13.29185,122.0
DE-0877,,Schwerin Parchim International Airport,closed,53.426998,11.7834,166.0
DE-0878,,Brandenburg-Briest Airport,closed,52.43861,12.458333,102.0
DE-0879,,Templin/Groß Dölln Airfield,closed,53.028258,13.54022,174.0
DE-0880,,Bremerhaven Airport,closed,53.506943,8.572778,10.0
DE-0881,,Hanau Army Air Field,closed,50.169201,8.96159,368.0
DE-0882,,Jever Air Base,closed,53.533501,7.88867,24.0
DE-0883,,Landsberg am Lech Air Base,closed,48.070599,10.906,2044.0
DE-0884,,Erding Air Base,closed,48.3223,11.9487,1515.0
DE-0885,,Fürstenfeldbruck Air Base,closed,48.205555,11.266944,1703.0
DE-0886,,Gütersloh Air Base,closed,51.922104,8.308732,236.0
DE-0887,,Bordelum Airfield,closed,54.627499,8.930278,3.0
DE-0888,,Emmel Airfield Dedelow Airport,closed,53.356388,13.783611,213.0
DE-0889,,Fürstenwalde Airport,closed,52.390598,14.0972,184.0
DE-0890,,Karlsruhe-Forchheim Airport,closed,48.9843,8.3355,381.0
DE-0891,,Lemwerder Airport,closed,53.144597,8.622351,20.0
DE-0892,,Nauen Airport,closed,52.6278,12.9139,112.0
DE-0893,,Nordenbeck Airport,closed,51.2350791174,8.81752610207,1453.0
DE-0894,,Baumholder Army Air Field,closed,49.650299,7.30007,
DE-0895,,Cottbus Army Airfield,closed,51.767899,14.292,220.0
DE-0896,,Eggebeck Air Base,closed,54.624802,9.346,65.0
DE-0897,,Hopsten Air Base,closed,52.33869934082,7.5413298606873,423.0
DE-0898,,Brüggen Air Base,closed,51.199699,6.13208,248.0
DE-0899,,Babenhausen Airfield,closed,49.952499,8.968056,928.0
DE-0900,,Brand-Briesen Airfield,closed,52.035862,13.746214,230.0
DE-0901,,Flughafen München-Riem,closed,48.137798,11.6903,
DE-0902,,Leipheim Air Base,closed,48.439999,10.2356,1604.0
DE-0903,,Ahlhorn Air Force Base,closed,52.888915,8.236055,162.0
DE-0904,,Gatow Airport,closed,52.4744,13.1381,161.0
DE-0905,,Pellworm Field,closed,54.536388,8.68,3.0
DE-0906,,RAF Wildenrath,closed,51.1141,6.2151,285.0
DE-0907,,Sembach Air Base,closed,49.507,7.866,1050.0
DE-0908,,Ahlhorn Airport,closed,52.888968,8.233252,161.0
DE-0909,,Pferdsfeld Air Base,closed,49.855,7.603333,
DE-0910,,Rheinstetten Glider Field,small_airport,48.9777,8.3425,380.0
DE-0911,,Christoph Hansa ADAC Helipad,heliport,53.507971,10.173382,136.0
DE-0912,,Bocholt Heliport,heliport,51.82111,6.61704,
DE-0913,,Marien Hospital Papenberg Aschendorf Heliport,heliport,53.07414,7.39295,23.0
DE-0914,,Borkum Island Hospital Heliport,heliport,53.584915,6.670228,12.0
DE-0915,,Borkum Riffgrund II Helideck,heliport,53.952,6.488,100.0
DE-0916,,Cologne Butzweilerhof Airport,closed,50.984,6.887222,158.0
DE-0917,,Hubertushöhe Seaplane Base,closed,52.23822,13.97379,
DE-0918,,Sana Hospital Offenbach Heliport,closed,50.093103,8.756274,350.0
DE-0919,,Kesselsdorf Heliport,heliport,51.033016,13.581533,
DE-0920,,Waldmössingen Paramotor Field,small_airport,48.26658,8.51458,
DE-0921,,Altstetten Ultralight Field,small_airport,48.30629,11.28652,
DE-0922,,Frankfurt am Main Accident Hospital Roof Helipad,heliport,50.145472,8.708981,
DE-0923,,Colnrade Ultralight Field,small_airport,52.83994,8.50037,
DE-0924,,Worth Ultralight strip,small_airport,53.4769,10.40871,
DE-0925,,Schwedt Refinery Heliport,heliport,53.091844,14.225222,33.0
DE-0926,,Helwin A,heliport,54.451897,7.740036,
DE-0927,,Meerwind S O,heliport,54.399167,7.700052,
DE-0928,,Amrumbank West,heliport,54.519813,7.735453,
DE-0929,,Pfronstetten-Aichelau Helipad,heliport,48.288442,9.394458,2408.0
DE-0930,,Nürtingen Medius Klinik Helipad,heliport,48.630362,9.356365,1165.0
DE-0931,,Bockwiese Airfield,small_airport,48.509444,9.291944,1575.0
DE-0932,,Ludwigsburg Hospital Helistop,heliport,48.899571,9.204076,971.0
DE-0933,,Ostfildern-Ruit Medius Hospital Helistop,heliport,48.741787,9.25447,1350.0
DE-0934,,Bavaria Zscheckwitz Rehabilitation Hospital Heliport,heliport,50.953246,13.752254,820.0
DE-0935,,Eschelbach Airfield,small_airport,48.569722,11.609722,1511.0
DE-0936,,Unknown Airport,closed,51.5322,14.3155,276.0
DE-0937,,Flugplatz Hain-Sondershausen,small_airport,51.43798,10.77196,
DE-0938,,Mahlwinkel Solar Park Airstrip.,closed,52.388306,11.825876,135.0
DE00,,Doyle's Airport,small_airport,39.02069854736328,-75.57710266113281,51.0
DE02,,Delaware State Police Heliport,heliport,39.20009994506836,-75.53299713134766,50.0
DE03,,Dover Downs Helistop,heliport,39.18339920043945,-75.52459716796875,28.0
DE04,,Newberg Airport,small_airport,39.29169845581055,-75.57499694824219,20.0
DE05,,Wilmington Country Club Heliport,heliport,39.80009841918945,-75.61630249023438,360.0
DE06,,Delaware Museum Heliport,heliport,39.792598724365234,-75.6135025024414,353.0
DE08,,Barcroft Company Heliport,heliport,38.78150177001953,-75.1052017211914,8.0
DE09,,Johnsons Airport,small_airport,39.06819915771485,-75.4885025024414,43.0
DE10,,Kimbowrosa Farm Airport,small_airport,38.96680068969727,-75.46630096435547,40.0
DE11,,Drummond Airport,small_airport,38.90570068359375,-75.4010009765625,33.0
DE13,,Rehoboth Bay Seaplane Base,seaplane_base,38.68619918823242,-75.08709716796875,
DE14,,Huey Airport,small_airport,38.74399948120117,-75.53489685058594,45.0
DE15,,Pevey Airport,small_airport,38.61259841918945,-75.69969940185547,40.0
DE16,,Rollins Building Heliport,heliport,39.79084,-75.547805,595.0
DE17,,Sugar Hill Airport,small_airport,38.77790069580078,-75.58329772949219,45.0
DE19,,Duffy's Airport,small_airport,39.325801849365234,-75.7416000366211,69.0
DE20,,Spirit Airpark,small_airport,39.37360000610352,-75.74579620361328,80.0
DE21,,West Private Airport,small_airport,38.517901,-75.159874,21.0
DE23,,Ockel Farms Airport,small_airport,38.750301361083984,-75.36000061035156,47.0
DE24,,Elliott Heliport,heliport,39.11149978637695,-75.50550079345703,25.0
DE25,,Eagle Crest-Hudson Airport,small_airport,38.776100158691406,-75.23359680175781,28.0
DE26,,ChristianaCare Christiana Hospital Heliport,heliport,39.687564,-75.667069,89.0
DE28,,Nemours A I Dupont Children's Hospital Rooftop Heliport,heliport,39.779181,-75.55552,327.0
DE29,,Scotty's Place Airport,small_airport,39.375099182128906,-75.64409637451172,40.0
DE30,,Bracebridge Iii Heliport,heliport,39.735599517822266,-75.5353012084961,125.0
DE32,,Belfair Airport,small_airport,38.97499847412109,-75.61669921875,64.0
DE34,,Townsend A Airport,small_airport,39.41429901123047,-75.66300201416016,65.0
DE39,,ChristianaCare Wilmington Hospital Heliport,heliport,39.751111,-75.550556,200.0
DEQ,DEQ,Deqing Moganshan Airport,small_airport,30.504264,120.107388,
DEX,DEX,Nop Goliat Dekai Airport,small_airport,-4.8557,139.482006,198.0
DFCA,XKY,Kaya Airport,small_airport,13.077361,-1.100278,984.0
DFCB,,Barsalogho Airport,small_airport,13.4,-1.067,1083.0
DFCC,OUG,Ouahigouya Airport,small_airport,13.655287,-2.322067,1089.0
DFCD,,Didyr Airport,small_airport,12.55,-2.617,958.0
DFCE,,Batie Airport,small_airport,9.883000373840332,-2.9170000553131104,984.0
DFCG,,Kongoussi Airport,small_airport,13.317,-1.533,1056.0
DFCI,,Titao Airport,small_airport,13.767000198364258,-2.0829999446868896,1047.0
DFCJ,XDJ,Djibo Airport,small_airport,14.125,-1.624722,1001.0
DFCK,,Koudougou Airport,small_airport,12.267,-2.4,1001.0
DFCL,XLU,Leo Airport,small_airport,11.1,-2.1,1181.0
DFCM,,Manga Airport,small_airport,11.665351,-1.042542,820.0
DFCP,PUP,Po Airport,small_airport,11.179139,-1.148472,1050.0
DFCR,,Poura Airport,small_airport,11.617425,-2.753686,853.0
DFCS,,Seguenega Airport,small_airport,13.440602,-1.994359,1139.0
DFCT,,Tenado Airport,small_airport,12.199999809265137,-2.5829999446868896,951.0
DFCU,,Gourcy Airport,small_airport,13.199999809265137,-2.367000102996826,1050.0
DFCY,,Yako Airport,closed,12.95,-2.283,984.0
DFEA,XBO,Boulsa Airport,small_airport,12.65,-0.567,984.0
DFEB,XBG,Bogande Airport,small_airport,12.983,-0.167,984.0
DFEC,,Komin-Yanga Airport,small_airport,11.699999809265137,0.1500000059604644,1116.0
DFED,DIP,Diapaga Airport,small_airport,12.060324,1.784631,951.0
DFEE,DOR,Dori Airport,small_airport,14.021638,-0.068207,925.0
DFEF,FNG,Fada N'gourma Airport,small_airport,12.038931,0.362798,1011.0
DFEG,XGG,Gorom-Gorom Airport,small_airport,14.454174,-0.218644,935.0
DFEK,,Koupela Airport,small_airport,12.166999816894531,-0.3000000119209289,902.0
DFEL,XKA,Kantchari Airport,small_airport,12.464046,1.492939,879.0
DFEM,TMQ,Tambao Airport,small_airport,14.790874,0.039492,820.0
DFEO,,Zorgo Airport,small_airport,12.249065,-0.620512,978.0
DFEP,XPA,Pama Airport,small_airport,11.25,0.7,699.0
DFER,ARL,Arly Airport,small_airport,11.597,1.483,761.0
DFES,XSE,Sebba Airport,small_airport,13.45,0.517,886.0
DFET,TEG,Tenkodogo Airport,small_airport,11.801149,-0.371377,1017.0
DFEY,,Ouargaye Airport,small_airport,11.517000198364258,0.050000000745058,951.0
DFEZ,XZA,Zabré Airport,small_airport,11.167,-0.617,886.0
DFFD,OUA,Ouagadougou Thomas Sankara International Airport,large_airport,12.3532,-1.51242,1037.0
DFOA,,Dano Airport,small_airport,11.133,-3.067,935.0
DFOB,BNR,Banfora Airport,small_airport,10.688861,-4.727726,984.0
DFOD,DGU,Dedougou Airport,small_airport,12.459,-3.49,984.0
DFOF,,Safane Airport,small_airport,12.149999618530272,-3.183000087738037,1017.0
DFOG,XGA,Gaoua Airport,small_airport,10.384059,-3.163454,1099.0
DFOH,,Houndé Airport,small_airport,11.491211,-3.512817,1063.0
DFON,XNU,Nouna Airport,small_airport,12.75,-3.867000103,886.0
DFOO,BOY,Bobo Dioulasso Airport,large_airport,11.1601,-4.33097,1511.0
DFOR,,Orodara Airport,small_airport,10.986103,-4.924793,1706.0
DFOS,,Sideradougou Airport,small_airport,10.666999816894531,-4.267000198364258,1047.0
DFOT,TUQ,Tougan Airport,small_airport,13.059091,-3.077291,984.0
DFOU,XDE,Diebougou Airport,small_airport,10.95,-3.25,984.0
DFOY,XAR,Aribinda Airport,small_airport,14.2170000076,-0.883000016212,1122.0
DFYO,,Yaramoko Gold Mine Airport,small_airport,11.770278,-3.2675,1030.0
DGAA,ACC,Kotoka International Airport,large_airport,5.605189800262451,-0.1667860001325607,205.0
DGAH,,Ho Airport,medium_airport,6.579691,0.532547,356.0
DGLE,TML,Yakubu Tali International Airport,large_airport,9.553909,-0.86606,553.0
DGLN,,Navrongo Airport,small_airport,10.943081,-1.087356,678.0
DGLW,WZA,Wa Airport,small_airport,10.0827,-2.50769,1060.0
DGLY,,Yendi Airport,small_airport,9.425,-0.004722,2408.0
DGM,DGM,Dandugama Seaplane Base,seaplane_base,7.1079,79.8721,0.0
DGSI,KMS,Prempeh I International Airport,large_airport,6.71456,-1.59082,942.0
DGSN,NYI,Sunyani Airport,medium_airport,7.36183,-2.32876,1014.0
DGTK,TKD,Takoradi Airport,medium_airport,4.896059989929199,-1.7747600078582764,21.0
DHB,DHB,Deer Harbor SPB,seaplane_base,48.616667,-123.002778,0.0
DHG,DHG,Dalnegorsk Airport,small_airport,44.558748,135.490005,833.0
DHL,,Ad-Dali Airport,closed,13.73846,44.72719,
DIAO,ABO,Aboisso Airport,small_airport,5.461944,-3.234722,95.0
DIAP,ABJ,Félix-Houphouët-Boigny International Airport,large_airport,5.26139,-3.92629,21.0
DIAU,OGO,Abengourou Airport,small_airport,6.71556,-3.47028,676.0
DIBC,,Bocanda Airport,small_airport,7.033,-4.533,427.0
DIBI,BXI,Boundiali Airport,small_airport,9.540571,-6.469831,1286.0
DIBK,BYK,Bouaké Airport,medium_airport,7.7388,-5.07367,1230.0
DIBN,BQO,Bouna Airport,small_airport,9.255556,-3.033333,1148.0
DIBU,BDK,Soko Airport,small_airport,8.01722,-2.76194,1247.0
DIDB,,Dabou Airport,small_airport,5.351385,-4.403458,141.0
DIDK,DIM,Dimbokro Airport,small_airport,6.65167,-4.64056,344.0
DIDL,DJO,Daloa Airport,medium_airport,6.79281,-6.47319,823.0
DIGA,GGN,Gagnoa Airport,small_airport,6.102855,-5.986809,732.0
DIGL,GGO,Guiglo Airport,small_airport,6.534711,-7.526847,722.0
DIGN,BBV,Nero-Mer Airport,small_airport,4.64341306686,-6.923961639400001,20.0
DIKO,HGO,Korhogo Airport,medium_airport,9.38718,-5.55666,1214.0
DIMN,MJC,Man Airport,medium_airport,7.27207,-7.58736,1089.0
DIOD,KEO,Odienne Airport,small_airport,9.539457,-7.56134,1365.0
DIOF,OFI,Ouango Fitini Airport,small_airport,9.6,-4.05,974.0
DISG,SEO,Séguéla Airport,small_airport,7.96,-6.644167,1056.0
DISP,SPY,San Pedro Airport,medium_airport,4.74672,-6.66082,26.0
DISS,ZSS,Sassandra Airport,small_airport,4.928888,-6.133156,203.0
DITB,TXU,Tabou Airport,small_airport,4.437809467315674,-7.362728118896484,39.0
DITM,TOZ,Mahana Airport,small_airport,8.2934,-7.674,1583.0
DIW,DIW,Mawella Lagoon Seaplane Base,seaplane_base,5.990192,80.733129,16.0
DIYO,ASK,Yamoussoukro International Airport,large_airport,6.90317,-5.36558,699.0
DJ-0001,,Holhol Airport,small_airport,11.30608,42.91968,
DJ-0002,,Djibouti Hassan Gouled International Airport,closed,11.54796,43.12446,108.0
DJ-0003,,Chinese People's Liberation Army Support Base in Djibouti,heliport,11.590843,43.063415,39.0
DJ-0004,,Djibouti Presidential Heliport,heliport,11.59668,43.14119,1.0
DJ-0005,,Djibouti Sudanese Military Hospital Heliport,heliport,11.57195,43.13258,13.0
DJ-0006,,Helipad,heliport,11.589279,43.059347,
DJ-0007,,Military Helipads (5x),heliport,11.54554,43.15745,
DJ-0008,,Military Helipad,heliport,11.554781,43.156668,
